ResponseId,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Engineering,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
Response ID,Brooke Kopel - Campus United,"Justice ""For All"" Dumlao - Isla Vista Party",Anthony Pimentel - Campus United,Steven Ho - Isla Vista Party,Jeike Meijer - Isla Vista Party,Sophia Dycaico - Campus United,Madeline Loudon - Campus United,Mayela Morales - Isla Vista Party,"Grecia ""grec"" Martinez - Independent",Rose Ettleson - Independent,Alex Funk - Campus United,"Allison ""Alli"" Adam - Campus United",Emily Quach - Campus United,Gabriella Shofet - Campus United,"Joshua ""Josh"" Takeuchi - Campus United","Ricardo ""Ricky"" Uribe - Isla Vista Party","Xochitl ""Xo"" Briseno - Isla Vista Party",Adam Chohan - Campus United,"Alexander ""Alex"" Young - Campus United","Alexis ""Lexi"" Bettencourt - Campus United","Amy ""Amy"" Zhou - Campus United",Andrew Nguyen - Campus United,Ashley Ng - Isla Vista Party,Carla Cernat - Campus United,Christian Ornelas - Isla Vista Party,Dallin Mello - Isla Vista Party,"Diego ""D"" Cobos - Isla Vista Party","Gabriel ""Gabe"" Etaat - Isla Vista Party","Jalia ""Jolly"" Carlton-Carew - Isla Vista Party",Jasmine Palmerin - Isla Vista Party,"Mordi ""Mordi"" Shadpour - Campus United",Nicole Estess - Campus United,"Rafael ""Rafa"" Cornejo - Isla Vista Party",Ryan Clark - Isla Vista Party,"Salvador ""Sal"" Hernandez Arellano - Isla Vista Party",Sarah Eizner - Campus United,Sydney Karmes-Wainer - Campus United,Yara Khamis - Campus United,Zachary Zeising - Campus United,Diego Reyes - Isla Vista Party,Eric Moon - Campus United,"Joel ""Joey"" Medina - Isla Vista Party",Lea Toubian - Campus United,Melissa Perez - Isla Vista Party,Sam Melamed - Campus United,Yasamin Salari - Isla Vista Party,Yash Nagpal - Campus United,Zion Solomon - Isla Vista Party,Anthony Hernandez - Campus United,Vanessa Maldonado - Isla Vista Party,Juan Ornelas - Isla Vista Party,Nima Bencohen - Campus United
R_00000000006979,1,2,1,2,2,1,1,2,2,1,,4,1,2,3,,,3,6,8,7,1,,11,,,,,,,2,4,,,,9,5,12,10,,,,,,,,,,,,,
R_00000000006980,2,1,2,1,1,2,2,1,1,2,,,4,3,,2,1,,,,,,8,,3,7,1,5,10,6,,11,4,9,2,,,12,,,,,,,,,,,,,,
R_00000000006981,1,2,1,2,1,2,2,1,2,1,,1,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,4,,5,,,2,3,1,,,,
R_00000000006982,1,2,1,2,2,1,1,2,,,,1,3,4,2,,,11,5,2,7,9,,10,,,,,,,4,1,,,,12,6,8,3,,,,,,,,,,,,,
R_00000000006983,1,2,1,2,2,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,,5,,,,,
R_00000000006984,,1,,1,1,,,1,,,,,,1,,2,3,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000006985,2,1,1,2,1,2,2,1,1,2,,1,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,2,,,5,4,,3,,1,,,,
R_00000000006986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006987,1,,1,,,1,1,,,,,3,1,2,4,,,6,8,12,1,11,,5,,,,,,,4,9,,,,3,10,7,2,,,,,,,,,,,,,1
R_00000000006988,1,2,1,2,2,1,1,2,2,1,,4,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006989,1,2,1,2,2,1,1,2,2,1,,1,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,5,,,2,4,,,,
R_00000000006990,1,,1,,,1,1,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,4,,2,,,,,
R_00000000006991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006992,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006993,1,2,2,1,2,1,1,2,1,2,,1,2,,4,3,,5,10,,7,11,4,,,,8,,,9,,2,,,12,6,,1,3,,,,,,,,,,,,,
R_00000000006994,1,,,1,,1,,1,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006995,2,1,2,1,1,2,2,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,1,,,,
R_00000000006996,1,2,1,2,2,1,1,2,1,2,,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000006997,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,6,,4,9,3,10,5,1,,,8,7,2,,,,,,,,,,,,,,,,,
R_00000000006998,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006999,2,1,2,1,1,2,2,1,1,2,,,3,4,,2,1,,,,,,2,12,7,9,10,5,3,1,,,4,8,6,,11,,,,,,,,,,,,,,,
R_00000000007000,2,1,1,2,1,2,2,1,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
R_00000000007001,,,,1,1,2,,1,2,1,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000007002,1,,1,,,1,1,,,,,4,1,2,3,,,1,10,2,,12,,7,,,4,,,,11,6,,,,9,3,5,8,,,,,,,,,,,,,
R_00000000007003,1,2,1,2,2,1,2,1,1,2,,1,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,2,4,1,,,,,,,
R_00000000007004,2,1,2,1,1,2,2,1,1,,,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,3,,2,,,,,
R_00000000007005,1,2,2,1,1,2,2,1,1,2,,,1,2,4,,3,5,12,6,,11,9,3,10,,,,,1,,8,,,,,2,7,4,,,,,,,,,,,,,
R_00000000007006,1,2,2,1,2,1,2,1,1,2,,4,2,3,1,,,3,,,,,,1,,,,,,,4,,,,,,,2,,,,,,,,,,,,,,
R_00000000007007,2,1,2,1,2,1,1,2,1,2,,,1,,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,,,,1,2,,,,
R_00000000007008,,,1,2,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007010,2,1,2,1,1,2,2,1,2,1,,3,,4,,2,1,,,,,,,,,,,,1,,4,2,,,,,3,,,,,,,,,,,,,,,
R_00000000007011,2,1,2,1,1,2,2,1,1,2,,4,3,,,2,1,10,,,,,4,12,1,9,2,5,8,11,,,3,7,6,,,,,,,,,,,,,,,,,
R_00000000007012,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2
R_00000000007013,1,2,1,2,2,1,2,1,2,1,,1,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,,2,,5,,,,,
R_00000000007014,1,2,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007015,1,2,1,2,2,1,1,2,2,1,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,3,,,,,
R_00000000007016,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007017,1,2,1,2,2,1,1,2,2,1,,4,,2,3,,1,,7,9,,,2,,,3,,8,4,,5,,1,,6,,,,10,,,,,,,,,,,,,
R_00000000007018,1,2,1,2,2,1,1,2,2,1,,1,,3,2,,4,9,4,5,12,8,,,,,,,,,6,7,11,,,2,1,10,3,,,,,,,,,,,,,
R_00000000007019,2,1,2,1,2,1,2,1,1,2,,3,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,1,5,2,,,,,,
R_00000000007020,1,2,1,2,1,2,1,2,1,2,,2,3,,1,4,,6,,8,11,5,4,,,,,,12,3,1,,,,9,7,2,10,,,,,,,,,,,,,,
R_00000000007021,2,1,2,1,1,2,2,1,1,2,,4,,3,,2,1,,,,12,,9,,3,8,2,4,6,7,11,,1,10,5,,,,,,,,,,,,,,,,,
R_00000000007022,2,1,1,2,1,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007023,2,1,2,1,1,2,2,1,1,2,,,3,4,,2,1,,,,10,,4,,6,5,,7,3,1,,12,2,9,8,,,,11,,,,,,,,,,,,,
R_00000000007024,1,2,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007026,2,1,2,1,2,1,2,1,1,,,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007027,1,2,2,1,1,2,1,2,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000007028,1,,1,,,1,1,,,1,,,,1,2,3,,1,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
R_00000000007029,1,2,2,1,2,1,1,2,1,2,,1,3,2,,4,,,,1,12,,10,9,,,,,4,8,,11,2,,5,3,7,6,,,,,,,,,,,,,,
R_00000000007030,1,,1,,,1,1,,,,,1,4,3,2,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007031,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R_00000000007032,2,1,2,1,2,1,2,1,1,2,,,4,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000007033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007034,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007035,2,1,2,1,1,2,2,1,1,2,,,,,,2,1,,,,,,5,,1,4,6,,3,2,,,,7,,,,,,,,,,,,,,,,,,
R_00000000007036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007037,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007038,2,1,2,1,1,2,2,1,1,2,,,,,,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007040,1,2,1,2,2,1,1,2,2,1,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000007041,1,2,2,1,1,2,1,2,1,2,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,3,,2,5,,,,,
R_00000000007042,1,2,2,1,1,2,1,2,1,2,,,2,3,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000007043,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007044,1,2,1,2,2,1,1,2,2,1,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007045,1,2,1,2,2,1,1,2,,1,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,4,1,3,,,,
R_00000000007046,2,1,2,1,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000007047,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,8,,1,2,4,7,6,3,,,5,,,,,,,,,,,,,,,,,,,
R_00000000007048,2,1,2,1,1,2,2,1,2,1,,,3,4,,2,1,,11,,,,7,,1,10,5,8,3,9,12,,2,6,4,,,,,,,,,,,,,,,,,
R_00000000007049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007050,1,,1,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000007051,1,2,2,1,1,2,2,1,2,1,,3,,,4,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000007052,,1,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007053,1,2,1,2,2,1,1,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007054,1,2,1,2,2,1,1,2,2,1,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,4,,3,5,,,,
R_00000000007055,1,2,1,2,2,1,1,2,2,1,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007056,1,,1,,,1,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007057,2,1,2,1,1,2,2,1,2,1,,,,,,2,1,,,,,,3,,4,8,9,2,5,7,,,10,1,6,,,,,,,,,,,,,,,,,
R_00000000007058,2,1,2,1,1,2,2,1,1,2,,,,,,2,1,,,,,,,,2,,,,1,3,,,,,,,,,,,,,,,,,,,,,,
R_00000000007059,2,1,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007060,2,1,2,1,1,2,2,1,1,2,,3,,,4,2,1,7,,,,,,,4,6,2,,9,5,,,1,8,3,,,,,,,,,,,,,,,,,
R_00000000007061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007062,1,2,2,1,2,1,2,1,2,1,,4,,2,1,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007063,1,2,1,2,2,1,1,2,1,2,,2,1,3,4,,,12,10,1,2,5,,7,,11,,,,,4,3,,,,6,9,,8,,,,,,,,,,,,,
R_00000000007064,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000007065,1,2,1,2,2,1,1,2,2,1,,1,,3,4,2,,3,,,11,1,,8,4,7,,,9,,5,10,,,,6,2,,12,,,,,,,,,,,,,
R_00000000007066,,1,,1,1,,,1,,,,,,,,1,2,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,
R_00000000007067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007068,1,,1,2,2,1,2,1,2,1,,,1,3,2,,4,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,3,4,2,,,,,
R_00000000007069,1,2,2,1,2,1,2,1,2,1,,1,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007070,2,1,1,2,2,1,2,1,2,1,,3,2,,1,4,,7,1,2,12,,,,10,,,4,3,6,,,8,,5,,9,,11,,,,,,,,,,,,1,2
R_00000000007071,2,1,2,1,1,2,2,1,1,2,,,4,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,1,,4,,5,,3,,,,
R_00000000007072,,1,,1,1,,,1,1,,,,,,,1,2,,,,,,5,,7,3,4,6,2,9,,,1,8,,,,,,,,,,,,,,,,,,
R_00000000007073,1,2,1,2,2,1,1,2,2,1,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007074,1,2,1,2,2,1,1,2,2,1,,1,3,2,4,,,10,11,5,9,12,8,4,,,,,,6,,3,,,,1,2,7,,,,,,,,,,,,,2,1
R_00000000007075,2,1,2,1,1,2,2,1,1,2,,,,4,3,1,2,,,,,,1,,4,,5,2,3,6,,,7,,8,,,,,,,,,,,,,,,,,
R_00000000007076,2,1,2,1,1,2,2,1,2,1,,,,,,2,1,,,,,,2,,3,4,7,8,10,6,,,1,5,9,,,,,,,,,,,,,,,,,
R_00000000007077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007078,2,1,2,1,1,2,2,1,1,2,,4,,3,,2,1,,,,12,11,10,,6,2,5,1,9,8,,,7,3,4,,,,,,,,,,,,,,,,,
R_00000000007079,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,5,,3,,4,,2,,,,
R_00000000007080,2,1,2,1,2,1,1,2,1,2,,4,1,3,2,,,,5,7,1,3,6,,4,,,,,,8,,,,,9,2,,,,,,,,,,,,,,,
R_00000000007081,2,1,2,1,1,2,2,1,1,2,,4,1,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,5,3,1,,,,
R_00000000007082,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007083,2,1,2,1,2,1,2,1,2,1,,2,,1,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000007084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007085,2,1,2,1,1,2,2,1,2,1,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,3,4,1,,,,
R_00000000007086,1,,1,,,1,1,,,,,3,2,1,4,,,2,5,12,10,9,,7,,,,,,,4,3,,,,11,6,1,8,,,,,,,,,,,,,
R_00000000007087,2,1,2,1,1,2,2,1,1,2,,1,3,2,,,4,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,2,1,3,,,,
R_00000000007088,1,2,1,,,1,1,,1,,,,4,1,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000007089,2,1,2,1,1,2,1,2,1,2,,1,3,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,1,5,2,,,,
R_00000000007090,1,2,1,2,2,1,1,2,2,1,,3,2,4,1,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007091,1,2,1,2,1,2,2,1,2,1,,,3,2,1,4,,1,,10,,6,2,3,,5,8,,,7,,,9,4,,,12,,11,,,,,,,,,,,,,
R_00000000007092,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007093,,1,,1,1,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000007094,1,2,1,2,2,1,1,2,,,,2,1,3,4,,,,,3,,,,4,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
R_00000000007095,1,2,2,1,2,1,1,2,2,1,,,,3,1,4,2,,,,,,,3,,,,4,,,1,,,,,,,2,,,,,,,,,,,,,,
R_00000000007096,2,1,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007097,2,1,1,2,1,2,2,1,1,2,,,1,,4,3,2,,3,,1,4,6,,7,12,,,10,2,11,9,,5,,,8,,,,,,,,,,,,,,,
R_00000000007098,2,1,2,1,1,2,2,1,1,2,,4,,,3,2,1,,,,,,2,,,,1,,7,6,,,4,3,5,,,,,,,,,,,,,,,,,
R_00000000007099,1,2,1,,,1,1,2,,1,,3,1,2,4,,,1,12,3,10,11,,2,,,,,,,8,9,,,,7,5,6,4,,,,,,,,,,,,,
R_00000000007100,2,1,1,2,1,2,2,1,2,1,,,,,,,1,,,,,,1,,2,,,3,,,4,,,5,,,,,,,,,,,,,,,,,,
R_00000000007101,1,2,1,2,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007102,2,1,2,1,1,2,2,1,1,2,,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,,,3,,1,,,,
R_00000000007103,2,1,2,1,1,2,2,1,1,2,,,4,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000007104,1,,1,,,1,1,,,1,,1,2,,3,,4,12,,8,1,9,,5,,,,,,,10,4,,7,,3,2,11,6,,,,,,,,,,,,,
R_00000000007105,2,1,1,2,1,2,2,1,1,2,,,,,,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007106,1,,1,,,1,1,,,1,,1,3,2,4,,,,,2,,4,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000007107,1,2,1,2,1,2,1,2,2,1,,1,2,4,3,,,1,11,4,6,3,,12,,,,,,,5,2,,,,7,10,9,8,,,,,,,,,,,,,
R_00000000007108,1,2,1,2,2,1,1,2,2,1,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000007109,2,1,1,2,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000007110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,4,2,5,,,,,,,
R_00000000007111,1,2,,,,,,,,,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007112,1,2,1,2,2,1,1,2,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000007113,1,,1,,,1,,1,1,2,,3,,,1,4,2,,,1,4,2,5,,,,,,,,7,,3,,6,,,,,,,,,,,,,,,,2,1
R_00000000007114,2,1,2,1,1,2,2,1,1,2,,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,4,,5,,1,,,,
R_00000000007115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007116,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007117,1,2,2,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,3,5,,,2,,,,
R_00000000007118,2,1,2,1,1,2,2,1,1,2,,,3,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,,5,,2,,4,,1,,,,
R_00000000007119,1,,1,,,1,1,,1,,,3,4,2,1,,,1,2,8,6,4,,,,,,,,,,7,,,,,3,,5,,,,,,,,,,,,,
R_00000000007120,2,1,2,1,,,2,1,2,1,,4,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007121,2,1,2,1,1,2,2,1,1,2,,3,4,,,1,2,,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,,5,,1,,,,
R_00000000007122,1,2,1,2,1,2,2,1,1,,,1,,2,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007123,,,2,1,1,2,2,1,1,2,,3,1,,,4,2,,,,,,,,,,,,,,,,,,,,,,,4,3,,1,,,,,2,,,,
R_00000000007124,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1
R_00000000007125,2,1,2,1,1,2,2,1,1,2,,2,,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,2,,5,,3,,4,,1,,,,
R_00000000007126,1,2,1,2,2,1,2,1,1,2,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,4,5,1,,,,,
R_00000000007127,1,2,2,1,2,1,2,1,,,,,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,5,4,,,,,,
R_00000000007128,1,,1,,,1,,,,1,,1,2,,3,,,,,,,2,,4,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,1
R_00000000007129,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007130,2,1,2,1,1,2,2,1,,,,,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,3,,4,,2,,5,,,,
R_00000000007131,2,1,2,1,1,2,2,1,1,2,,3,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000007132,2,1,2,1,1,2,2,1,1,2,,,4,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,3,,4,,5,,1,,,,
R_00000000007133,1,2,2,1,2,1,2,1,1,2,,,1,4,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000007134,1,2,2,1,1,2,2,1,2,1,,,1,2,4,,3,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007136,1,,1,,,1,1,,,1,,3,4,2,1,,,4,7,8,9,12,,1,,,,,,,3,6,,,,2,11,5,10,,,,,,,,,,,,,
R_00000000007137,1,2,1,2,2,1,1,2,2,1,1,,,,,,,6,3,4,12,9,,10,,,,,,,11,7,,,,2,1,5,8,,,,,,,,,,,,,
R_00000000007138,1,,1,,,1,1,,,1,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,1,,2,,,,,
R_00000000007139,2,1,2,1,1,2,2,1,2,1,,,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007140,1,2,2,1,1,2,1,2,1,2,,1,3,4,,,2,9,6,7,2,,,8,,,5,,,,4,,3,1,12,,,11,10,,,,,,,,,,,,,
R_00000000007141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007142,1,2,1,2,2,1,1,2,2,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,
R_00000000007143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007144,,1,,1,,,1,,,,,,,,,,1,,,3,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,
R_00000000007145,1,,1,,,1,1,,,,,1,4,3,2,,,,,,,,,1,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,
